month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_days_on_market_mm_day,median_days_on_market_yy,median_days_on_market_yy_day,median_days_on_market_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us
201811,95834,"sacramento, ca",4304,2433,2247,-533,78.301945,91.53442421,65.06946588,40,-0.2,-10,0.2698,8.5,-31.5,388455,0.001,-0.0083,1.3023
201811,95832,"sacramento, ca",10726,2629,-1934,-831,77.357209,89.47823402,65.23618401,42,0.2174,7.5,-0.0562,-2.5,-29.5,265050,-0.0149,0.0707,0.8885
201811,95815,"sacramento, ca",5151,2783,-667,-1083,76.606977,78.36986724,74.84408768,51,0.2439,10,0.2593,10.5,-20.5,242500,0.0339,0.0275,0.8129
201811,95824,"sacramento, ca",5098,3817,511,-643,71.512813,81.12380364,61.90182155,49,0.1264,5.5,0.1807,7.5,-22.5,248450,-0.0259,0.0417,0.8329
201811,95829,"sacramento, ca",5657,4459,-1420,-3611,68.573634,73.13985798,64.00740969,55,0.3415,14,0.6418,21.5,-16.5,449000,-1.00E-04,0.0582,1.5053
201810,95819,"sacramento, ca",6106,243,199,482,94.708673,92.71378178,96.70356404,34.5,0.1129,3.5,-0.08,-3,-34,599050,-0.1178,0.0445,2.0033
201810,95818,"sacramento, ca",4693,641,12,-190,90.320521,85.6161051,95.02493614,41.5,0.2969,9.5,0.3175,10,-27,627550,0.046,0.0057,2.0987
201810,95822,"sacramento, ca",1556,680,209,137,89.840044,94.66001703,85.02007055,32,0,0,0.0847,2.5,-36.5,279550,-0.0329,-0.0395,0.9348
201810,95832,"sacramento, ca",10726,695,33,328,89.715363,92.71378178,86.71694441,34.5,0.38,9.5,0,0,-34,269050,0,0.0979,0.8997
201810,95831,"sacramento, ca",868,715,35,-508,89.55419,90.27490573,88.83347525,37,0.1935,6,0.2131,6.5,-31.5,467050,-0.027,-0.0064,1.5619
201810,95833,"sacramento, ca",1947,768,604,656,89.128452,87.15484734,91.10205571,40,0.1111,4,0.1111,4,-28.5,317500,-0.0049,0.0078,1.0617
201810,95825,"sacramento, ca",1840,1210,-239,1052,85.96886,90.84053035,81.09719012,36.5,0.3519,9.5,-0.131,-5.5,-32,274950,-0.0521,-0.2308,0.9194
201810,95864,"sacramento, ca",4492,1535,-249,24,83.876657,84.24157645,83.51173823,43,0.1316,5,0.0361,1.5,-25.5,737050,-0.0172,0.0418,2.4649
201810,95842,"sacramento, ca",3408,1549,-496,-186,83.782387,95.04926408,72.51550906,31.5,0.3125,7.5,0.1887,5,-37,275000,-0.025,-0.0136,0.9196
201810,95816,"sacramento, ca",4839,1576,1234,502,83.624255,86.63179662,80.6167133,40.5,-0.0357,-1.5,-0.198,-10,-28,675957.5,0.0059,0.0663,2.2606
201810,95826,"sacramento, ca",1705,1774,481,-1498,82.429145,87.72047196,77.13781778,39.5,0.0972,3.5,0.4906,13,-29,335000,-0.0119,0.0354,1.1202
201810,95817,"sacramento, ca",7276,1833,541,-985,82.04598,90.84053035,73.25142927,36.5,0.2167,6.5,0,0,-32,375550,-0.0589,0.1295,1.2559
201810,95815,"sacramento, ca",5151,2116,-689,-416,80.516361,86.19997567,74.83274541,41,0.1081,4,0.6078,15.5,-27.5,234550,0.0196,-0.0103,0.7843
201810,95823,"sacramento, ca",273,2120,-469,185,80.498115,87.15484734,73.84138183,40,0.2121,7,0.3333,10,-28.5,285944,-0.0107,0.0321,0.9562
201810,95827,"sacramento, ca",6051,2155,-616,-834,80.273081,90.84053035,69.70563192,36.5,0.2586,7.5,0.2586,7.5,-32,339750,-9.00E-04,0.123,1.1361
201810,95835,"sacramento, ca",2198,2374,-732,-1222,79.068848,83.50565625,74.6320399,43.5,0.2083,7.5,0.3594,11.5,-25,410049.5,0.0024,0,1.3712
201810,95838,"sacramento, ca",3755,2476,1184,-509,78.497141,89.21055833,67.78372461,38,-0.1364,-6,0,0,-30.5,259050,0.0157,-0.0019,0.8662
201810,95820,"sacramento, ca",2839,2781,453,291,76.681669,83.50565625,69.85768155,43.5,0.1447,5.5,0.16,6,-25,269050,-0.0055,0.076,0.8997
201810,95841,"sacramento, ca",5745,3034,-710,544,75.498723,88.25568666,62.74175891,39,0.0541,2,-0.2277,-11.5,-29.5,341300,0.0664,0.2319,1.1413
201810,95829,"sacramento, ca",5657,3039,-243,-1742,75.483518,86.19997567,64.76705997,41,0.2424,8,0.1549,5.5,-27.5,449050,-0.0281,0.0135,1.5017
201810,95828,"sacramento, ca",1009,3111,-953,-1008,75.12164,81.54117504,68.70210437,45,0.3235,11,0.4516,14,-23.5,319550,-0.0169,0.0602,1.0686
201810,95821,"sacramento, ca",1917,3138,827,-917,74.966549,78.72521591,71.20788225,47.5,0.1047,4.5,0.3194,11.5,-21,367300,-0.0047,-0.014,1.2283
201810,95824,"sacramento, ca",5098,4328,-513,208,69.231237,83.50565625,54.95681791,43.5,0.3182,10.5,-0.0645,-3,-25,255050,0.02,0.1135,0.8528
201810,95834,"sacramento, ca",4304,4680,-997,-2440,67.570855,75.75112517,59.39058509,50,0.3889,14,0.6129,19,-18.5,388050,-0.0067,-0.0184,1.2977
201810,95814,"sacramento, ca",7409,8754,2599,-5648,48.515996,23.0750517,73.95693955,100,-0.2188,-28,1.5316,60.5,31.5,450050,-0.0526,-0.1697,1.505
201809,95819,"sacramento, ca",6106,442,-155,-97,92.248039,94.26674713,90.22933011,31,0.1698,4.5,-0.0313,-1,-34,679050,0.0037,0.0866,2.2709
201809,95818,"sacramento, ca",4693,653,677,-61,90.2414,93.4097767,87.07302354,32,-0.1111,-4,0.0667,2,-33,599950,-0.0198,-0.0522,2.0064
201809,95832,"sacramento, ca",10726,728,597,-243,89.496077,97.75497888,81.23717562,25,0.0638,1.5,-0.1667,-5,-40,269050,-0.011,0.0979,0.8997
201809,95831,"sacramento, ca",868,750,-229,-401,89.342185,94.26674713,84.41762221,31,0.24,6,-0.1389,-5,-34,480000,-0.0109,0.0479,1.6052
201809,95822,"sacramento, ca",1556,889,1470,-59,88.367532,93.4097767,83.32528666,32,-0.0857,-3,0.0667,2,-33,289050,0.0035,-0.0334,0.9666
201809,95825,"sacramento, ca",1840,971,-78,454,87.703681,97.15751358,78.24984912,27,-0.0526,-1.5,-0.3077,-12,-38,290050,0.0745,-0.1922,0.9699
201809,95842,"sacramento, ca",3408,1053,274,73,87.112251,98.15328908,76.07121304,24,-0.04,-1,-0.1724,-5,-41,282050,-0.0208,0.0108,0.9431
201809,95864,"sacramento, ca",4492,1286,1158,-54,85.570308,87.7972239,83.34339167,38,-0.0843,-3.5,-0.05,-2,-27,749950,0.0134,0.0274,2.508
201809,95833,"sacramento, ca",1947,1372,709,-254,84.942667,90.30778515,79.57754979,36,0,0,-0.0526,-2,-29,319050,-0.0332,0.013,1.0669
201809,95815,"sacramento, ca",5151,1427,275,-639,84.598672,88.9921545,80.2051901,37,0.0882,3,0.3214,9,-28,230050,-0.0212,-0.0376,0.7692
201809,95827,"sacramento, ca",6051,1539,-56,-443,83.907664,96.03500302,71.78032589,29,0.0357,1,0.2609,6,-36,340050,0.0306,0.0968,1.1371
201809,95835,"sacramento, ca",2198,1642,-44,-934,83.295112,90.30778515,76.28243814,36,0.1077,3.5,0.2857,8,-29,409050,-0.0375,-0.0142,1.3679
201809,95823,"sacramento, ca",273,1651,-4,694,83.222692,92.62522631,73.82015691,33,0.1,3,-0.1081,-4,-32,289050,-0.0033,0.0586,0.9666
201809,95828,"sacramento, ca",1009,2158,188,672,80.135788,92.31140616,67.96016898,34,-0.0556,-2,-0.1905,-8,-31,325050,0.0156,0.0869,1.087
201809,95826,"sacramento, ca",1705,2255,-1040,-1917,79.54134,90.30778515,68.77489439,36,0.5,12,0.2414,7,-29,339050,-0.0307,0.0304,1.1338
201809,95811,"sacramento, ca",9456,2301,,,79.315027,97.34459867,61.28545564,26,0.5758,9.5,-0.1875,-6,-39,599550,-0.0204,-8.00E-04,2.005
201809,95841,"sacramento, ca",5745,2324,-12,-852,79.164152,88.9921545,69.33614967,37,-0.0133,-0.5,0.1212,4,-28,320050,-0.0844,0.0461,1.0702
201809,95817,"sacramento, ca",7276,2374,-433,-618,78.907664,95.14785757,62.66747133,30,0.5,10,-0.0909,-3,-35,399050,0.0431,0.1738,1.3344
201809,95829,"sacramento, ca",5657,2796,-279,-1370,76.704888,92.62522631,60.78455039,33,0.2,5.5,-0.0833,-3,-32,462050,0.053,0.0267,1.5452
201809,95816,"sacramento, ca",4839,2810,97,-93,76.644538,83.84429692,69.44477972,42,0.05,2,-0.1765,-9,-23,671965,0.0578,0.06,2.2472
201809,95820,"sacramento, ca",2839,3234,-52,-1354,74.36029,87.7972239,60.92335546,38,0.1014,3.5,0.2258,7,-27,270550,-0.0091,0.0404,0.9047
201809,95838,"sacramento, ca",3755,3660,32,-920,72.238986,80.33192517,64.14604707,44,0.0864,3.5,0.1892,7,-21,255050,-0.0192,0.02,0.8528
201809,95834,"sacramento, ca",4304,3683,-376,-1936,72.139409,90.30778515,53.97103199,36,0.0141,0.5,0.125,4,-29,390687,-0.0173,-0.0151,1.3065
201809,95824,"sacramento, ca",5098,3815,-162,-1154,71.400121,92.62522631,50.17501509,33,-0.0833,-3,-0.0833,-3,-32,250050,4.00E-04,0.1111,0.8361
201809,95821,"sacramento, ca",1917,3965,-351,-2214,70.76041,81.94327097,59.57754979,43,0.0886,3.5,0.2286,8,-22,369050,-0.027,0.0696,1.2341
201809,95814,"sacramento, ca",7409,11353,382,-5893,35.147858,7.893783947,62.4019312,128,0.0711,8.5,1.3704,74,63,475050,0,-0.1364,1.5886
201808,95819,"sacramento, ca",6106,287,889,-165,94.919542,95.59917103,94.23991223,26.5,-0.3117,-12,0.325,6.5,-35.5,676550,0.0833,0.057,2.2607
201808,95831,"sacramento, ca",868,521,228,-239,92.149214,96.42204072,87.87638669,25,-0.1667,-5,-0.1379,-4,-37,485300,-0.0035,0.0566,1.6216
201808,95825,"sacramento, ca",1840,893,222,180,88.781543,94.20334024,83.35974643,28.5,-0.0952,-3,-0.1857,-6.5,-33.5,269950,-0.0086,-0.1695,0.9019
201808,95826,"sacramento, ca",1705,1215,-727,-862,86.547605,97.00109716,76.09411191,24,0.3333,6,0,0,-38,349800,-0.0047,0.0666,1.1688
201808,95832,"sacramento, ca",10726,1325,-902,-502,85.749116,97.31805437,74.18017798,23.5,0,0,-0.2656,-8.5,-38.5,272050,0.0037,0.1102,0.9089
201808,95842,"sacramento, ca",3408,1327,-166,-571,85.73083,96.42204072,75.03961965,25,0.0417,1,0,0,-37,288050,-0.0035,0.0473,0.9624
201808,95818,"sacramento, ca",4693,1330,412,-861,85.724735,86.69389248,84.75557723,36,-0.1325,-5.5,0.1077,3.5,-26,612050,-0.0125,-0.0316,2.0451
201808,95827,"sacramento, ca",6051,1483,-560,285,84.743387,94.54467878,74.94209436,28,0.3023,6.5,0.2444,5.5,-34,329950,0.0166,0.0558,1.1024
201808,95835,"sacramento, ca",2198,1598,-455,-874,83.996709,90.57052298,77.42289406,32.5,0.1017,3,0.1818,5,-29.5,425000,0.0266,0.0248,1.4201
201808,95823,"sacramento, ca",273,1647,625,-520,83.682799,92.88674875,74.4788492,30,-0.2,-7.5,0.0714,2,-32,290000,5.00E-04,0.0759,0.9689
201808,95815,"sacramento, ca",5151,1702,591,-1070,83.298793,88.93697428,77.66061197,34,-0.0685,-2.5,0.1525,4.5,-28,235043.5,0.0329,0.0219,0.7853
201808,95817,"sacramento, ca",7276,1941,-916,-975,81.893819,98.7992198,64.98841887,20,-0.3103,-9,-0.3548,-11,-42,382550,-0.0084,0.0282,1.2782
201808,95833,"sacramento, ca",1947,2081,-910,-1155,80.878947,86.69389248,75.06400098,36,0.2203,6.5,0.125,4,-26,330000,0.0343,0.0392,1.1026
201808,95841,"sacramento, ca",5745,2312,-1106,-456,79.480068,84.71900524,74.24113129,37.5,0.1538,5,0.4151,11,-24.5,349550,0.0521,0.101,1.1679
201808,95828,"sacramento, ca",1009,2346,13,-652,79.248446,86.69389248,71.8029989,36,0.2203,6.5,0.0435,1.5,-26,320045,-0.0303,0.1011,1.0693
201808,95822,"sacramento, ca",1556,2359,-1072,-1692,79.15092,87.72400341,70.57783738,35,0.0294,1,0.1111,3.5,-27,288050,0.0061,0.0304,0.9624
201808,95864,"sacramento, ca",4492,2444,-410,-984,78.581007,79.76350116,77.39851274,41.5,0.0375,1.5,0.0921,3.5,-20.5,739999.5,-0.0034,0.0278,2.4727
201808,95829,"sacramento, ca",5657,2517,92,-1877,78.160429,94.91039863,61.41045959,27.5,-0.1791,-6,0.0577,1.5,-34.5,438800,-0.0139,-0.0016,1.4662
201808,95816,"sacramento, ca",4839,2907,-461,-206,75.932586,81.72619773,70.13897355,40,0.039,1.5,-0.1919,-9.5,-22,635277.5,-0.02,-0.0293,2.1227
201808,95820,"sacramento, ca",2839,3182,-534,-1702,74.393515,88.2725832,60.51444593,34.5,0.1311,4,0.3019,8,-27.5,273025,0.0036,0.0519,0.9122
201808,95834,"sacramento, ca",4304,3307,1036,-2280,73.863221,87.2302816,60.49615994,35.5,-0.0139,-0.5,0.5106,12,-26.5,397550,-0.0091,-0.0038,1.3283
201808,95821,"sacramento, ca",1917,3614,-534,-2102,72.315007,82.23820553,62.39180788,39.5,0.0676,2.5,0.3621,10.5,-22.5,379300,0.0759,0.1633,1.2673
201808,95824,"sacramento, ca",5098,3653,364,-2448,72.168719,86.69389248,57.64354504,36,0.1803,5.5,0.7143,15,-26,249950,-0.0083,0.1231,0.8351
201808,95838,"sacramento, ca",3755,3692,-137,-770,71.973668,81.07399732,62.87333902,40.5,0.08,3,-0.1,-4.5,-21.5,260040,0.004,0.0592,0.8688
201808,95814,"sacramento, ca",7409,11735,-614,-4222,32.518591,8.100694868,56.93648665,119.5,0.2849,26.5,0.695,49,57.5,475050,-0.0481,-0.1974,1.5873
201807,95832,"sacramento, ca",10726,423,2720,1905,93.555624,96.56422864,90.54701905,23.5,-0.4535,-19.5,-0.5,-23.5,-36,271050,-0.0339,0.1061,0.9036
201807,95826,"sacramento, ca",1705,488,360,-119,92.968654,98.91825446,87.01905347,18,-0.2174,-5,-0.3333,-9,-41.5,351450,0.0981,0.1155,1.1717
201807,95831,"sacramento, ca",868,749,80,-166,90.399508,91.59188691,89.20712969,30,0.0345,1,-0.1176,-4,-29.5,486994,0.0145,0.0609,1.6237
201807,95827,"sacramento, ca",6051,923,-36,114,88.862938,97.7750461,79.95082975,21.5,-0.0652,-1.5,-0.14,-3.5,-38,324550,0.0141,0.0302,1.082
201807,95817,"sacramento, ca",7276,1025,1505,82,88.122311,92.71665642,83.52796558,29,-0.2368,-9,-0.1212,-4,-30.5,385800,0.0915,0.0454,1.2863
201807,95825,"sacramento, ca",1840,1115,249,-260,87.516902,89.97541487,85.05838967,31.5,0.0161,0.5,-0.0156,-0.5,-28,272300,-0.0771,-0.0923,0.9078
201807,95835,"sacramento, ca",2198,1143,-175,-502,87.314075,92.12046712,82.50768285,29.5,0.2826,6.5,0.0926,2.5,-30,413978.5,0.0096,0.0098,1.3802
201807,95842,"sacramento, ca",3408,1161,733,-410,87.160418,96.28149969,78.0393362,24,-0.2258,-7,0.2632,5,-35.5,289050,-0.0031,0.1158,0.9637
201807,95833,"sacramento, ca",1947,1171,147,-604,87.040565,92.12046712,81.9606638,29.5,0.0172,0.5,0.18,4.5,-30,319050,-0.0274,0.029,1.0637
201807,95819,"sacramento, ca",6106,1176,506,-346,87.009834,81.13706208,92.88260602,38.5,-0.0128,-0.5,0.0694,2.5,-21,624550,-0.0377,0.0675,2.0824
201807,95841,"sacramento, ca",5745,1206,-215,-739,86.807007,88.84449908,84.76951444,32.5,0.7105,13.5,0.4773,10.5,-27,332250,0.0097,-0.0229,1.1077
201807,95822,"sacramento, ca",1556,1287,832,-576,86.358328,87.21573448,85.50092194,34,0.0625,2,0.1724,5,-25.5,286300,0.0044,0.0223,0.9545
201807,95818,"sacramento, ca",4693,1742,-68,-1309,83.125384,77.04978488,89.20098341,41.5,0.1528,5.5,0.3833,11.5,-18,619800,-0.0384,0.0667,2.0665
201807,95864,"sacramento, ca",4492,2034,38,-399,81.284573,79.15181315,83.41733251,40,0.0811,3,0.0526,2,-19.5,742550,0.0241,0.0683,2.4758
201807,95823,"sacramento, ca",273,2272,-789,-1358,79.898586,82.50153657,77.29563614,37.5,0.25,7.5,0.2097,6.5,-22,289850,-7.00E-04,0.0936,0.9663
201807,95815,"sacramento, ca",5151,2293,1232,-1292,79.778734,84.03810695,75.51936079,36.5,-0.0395,-1.5,0.0735,2.5,-23,227550,-0.0109,0.0341,0.7586
201807,95828,"sacramento, ca",1009,2359,-612,-734,79.366933,92.12046712,66.61339889,29.5,-0.0167,-0.5,-0.2436,-9.5,-30,330050,-0.0265,0.1186,1.1004
201807,95816,"sacramento, ca",4839,2446,92,-1041,78.841426,81.13706208,76.5457898,38.5,0.0405,1.5,0.2833,8.5,-21,648225,0.0379,0.0472,2.1613
201807,95829,"sacramento, ca",5657,2609,-607,-1873,77.913337,87.707437,68.11923786,33.5,0.34,8.5,0.1167,3.5,-26,445000,-0.011,-0.0633,1.4837
201807,95820,"sacramento, ca",2839,2648,-211,-873,77.738168,91.02642901,64.44990781,30.5,-0.0758,-2.5,0.0517,1.5,-29,272050,-0.0109,0.0112,0.907
201807,95821,"sacramento, ca",1917,3080,-467,-1697,75.341119,83.31284573,67.36939152,37,0.2759,8,0.2759,8,-22.5,352550,-0.0342,0.0846,1.1754
201807,95838,"sacramento, ca",3755,3555,-1186,-1250,72.796558,82.50153657,63.09157959,37.5,0.0417,1.5,0.0714,2.5,-22,259000,0.0155,0.0358,0.8635
201807,95824,"sacramento, ca",5098,4017,112,-2170,70.507068,91.02642901,49.98770744,30.5,-0.1286,-4.5,-0.1029,-3.5,-29,252050,0.008,0.0956,0.8403
201807,95834,"sacramento, ca",4304,4343,-1394,-3515,68.930547,84.83712354,53.0239705,36,0.3333,9,0.5,12,-23.5,401193.5,-0.0093,0.169,1.3376
201807,95814,"sacramento, ca",7409,11121,-894,-5353,35.199754,17.17271051,53.22679779,93,0.4308,28,0.7222,39,33.5,499050,-0.0311,-0.1522,1.6639
201806,95831,"sacramento, ca",868,829,-567,-489,89.976422,89.52658683,90.42625799,29,0.7059,12,0.234,5.5,-28,480050,0.0273,0.0643,1.6
201806,95826,"sacramento, ca",1705,848,-56,-648,89.867841,94.62058696,85.11509586,23,0.1795,3.5,0.2105,4,-34,320050,-0.0111,0.0578,1.0667
201806,95827,"sacramento, ca",6051,887,321,-377,89.542098,94.62058696,84.46360985,23,-0.1481,-4,0.0952,2,-34,320050,-0.0213,0.008,1.0667
201806,95835,"sacramento, ca",2198,968,-18,-419,88.921636,94.62058696,83.22268412,23,-0.1154,-3,0.122,2.5,-34,410050,-0.0049,-0.0197,1.3667
201806,95841,"sacramento, ca",5745,991,969,663,88.701371,97.26375876,80.13898368,19,-0.0952,-2,-0.3968,-12.5,-38,329050,0.0528,-0.015,1.0967
201806,95833,"sacramento, ca",1947,1318,-530,-985,86.331203,89.52658683,83.13581932,29,0.45,9,0.7576,12.5,-28,328050,-0.0052,0.0667,1.0933
201806,95825,"sacramento, ca",1840,1364,-374,-299,86.008562,86.59800211,85.41912267,31,0.4091,9,0.0333,1,-26,295050,-0.1191,-0.1245,0.9833
201806,95823,"sacramento, ca",273,1483,-116,-806,85.022026,88.14915927,81.89489359,30,0.1111,3,0,0,-27,290050,0.0035,0.1197,0.9667
201806,95818,"sacramento, ca",4693,1674,-567,-1151,83.725259,80.64776323,86.80275486,36,0.44,11,0.2,6,-21,644550,-0.048,0.0679,2.1483
201806,95819,"sacramento, ca",6106,1682,-863,-1109,83.663213,75.25594093,92.07048458,39,0.3929,11,0.3,9,-18,649050,0.0156,0.1498,2.1633
201806,95828,"sacramento, ca",1009,1747,555,3129,83.200968,88.14915927,78.25277657,30,0.0345,1,-0.4393,-23.5,-27,339050,0.0447,0.1491,1.13
201806,95842,"sacramento, ca",3408,1894,-296,-1517,82.319911,86.59800211,78.0418192,31,0.1481,4,0.6316,12,-26,289950,0.0262,0.1549,0.9663
201806,95829,"sacramento, ca",5657,2002,1711,-1162,81.721164,92.82124465,70.62108333,25,-0.3506,-13.5,-0.2308,-7.5,-32,449950,-0.0478,-0.1176,1.4997
201806,95864,"sacramento, ca",4492,2072,-268,335,81.339579,78.67469132,84.00446733,37,0.1935,6,-0.1685,-7.5,-20,725050,-0.032,-0.0136,2.4167
201806,95822,"sacramento, ca",1556,2119,-594,-1569,81.044859,85.13991438,76.94980455,32,0.28,7,0.4545,10,-25,285050,-0.0154,-0.0306,0.95
201806,95838,"sacramento, ca",3755,2369,1223,-939,79.444065,80.64776323,78.24036731,36,0.0588,2,0.1429,4.5,-21,255050,-0.0625,0.0851,0.85
201806,95820,"sacramento, ca",2839,2437,-805,-996,79.025253,83.9548303,74.09567537,33,0.4043,9.5,0.5349,11.5,-24,275050,-0.0265,4.00E-04,0.9167
201806,95817,"sacramento, ca",7276,2530,-585,-1673,78.392381,77.12973879,79.65502265,38,0.1875,6,0.434,11.5,-19,353450,-0.0371,-0.0436,1.178
201806,95816,"sacramento, ca",4839,2538,-59,281,78.342744,78.67469132,78.01079605,37,0.0278,1,-0.0133,-0.5,-20,624550,-0.0371,0.0823,2.0817
201806,95821,"sacramento, ca",1917,2613,-560,-1584,77.961159,89.52658683,66.39573122,29,0.1154,3,0.0545,1.5,-28,365050,-0.0067,0.1498,1.2167
201806,95834,"sacramento, ca",4304,2949,-12,-2222,76.149407,91.79748092,60.501334,27,-0.0182,-0.5,0.2273,5,-30,404950,0.0073,0.1322,1.3497
201806,95832,"sacramento, ca",10726,3143,-570,,75.029472,69.98200658,80.0769374,43,0.4098,12.5,0.1944,7,-14,280550,0.0146,0.1453,0.935
201806,95815,"sacramento, ca",5151,3525,-2038,-2880,73.09673,77.12973879,69.06372154,38,0.434,11.5,0.1692,5.5,-19,230050,0.0022,0.0577,0.7667
201806,95824,"sacramento, ca",5098,4129,-1887,-2943,70.081281,82.56499349,57.59756779,35,0.2069,6,0.2727,7.5,-22,250050,0,0.121,0.8333
201806,95814,"sacramento, ca",7409,10227,-3388,-5769,38.989886,37.53800335,40.44176956,65,0.5854,24,1,32.5,8,515050,0.0198,-0.1256,1.7167
201805,95831,"sacramento, ca",868,262,525,314,95.562998,97.45454545,93.67145136,17,-0.4237,-12.5,-0.4426,-13.5,-40,467300,-0.0445,0.0683,1.558
201805,95833,"sacramento, ca",1947,788,310,-392,90.427432,95.77033493,85.08452951,20,-0.3548,-11,0,0,-37,329775,0.0224,0.0469,1.0994
201805,95826,"sacramento, ca",1705,792,-413,-582,90.398724,96.11483254,84.68261563,19.5,-0.1333,-3,-0.0714,-1.5,-37.5,323650,-0.0355,0.061,1.079
201805,95819,"sacramento, ca",6106,819,-198,-429,90.210526,88.40191388,92.01913876,28,0,0,0.1915,4.5,-29,639050,-0.0047,0.1074,2.1307
201805,95835,"sacramento, ca",2198,950,-127,-235,89.138756,90.66028708,87.61722488,26,-0.0714,-2,-0.0189,-0.5,-31,412050,-0.0247,-0.03,1.3738
201805,95825,"sacramento, ca",1840,990,389,503,88.848485,94.3923445,83.3046252,22,-0.3433,-11.5,-0.3803,-13.5,-35,334950,-3.00E-04,-0.0825,1.1167
201805,95818,"sacramento, ca",4693,1107,-75,-807,88.082935,91.50239234,84.66347687,25,-0.1525,-4.5,0.25,5,-32,677050,0.0496,0.2132,2.2574
201805,95827,"sacramento, ca",6051,1208,1115,-774,87.330144,89.6523126,85.00797448,27,-0.25,-9,0.3171,6.5,-30,327000,-0.0152,0.0479,1.0902
201805,95823,"sacramento, ca",273,1367,335,-956,86.277512,89.6523126,82.90271132,27,-0.1148,-3.5,0.1739,4,-30,289050,0.014,0.1333,0.9637
201805,95815,"sacramento, ca",5151,1487,133,-512,85.454545,90.14354067,80.76555024,26.5,0.1042,2.5,-0.1719,-5.5,-30.5,229550,-0.002,0.0315,0.7653
201805,95822,"sacramento, ca",1556,1525,-212,-1142,85.288676,91.50239234,79.07496013,25,-0.1228,-3.5,0.1364,3,-32,289500,0,-0.0334,0.9652
201805,95842,"sacramento, ca",3408,1598,-743,-1270,84.800638,89.6523126,79.94896332,27,0.2857,6,0.2273,5,-30,282550,-0.0053,0.0865,0.942
201805,95820,"sacramento, ca",2839,1632,391,-524,84.535885,92.91866029,76.15311005,23.5,-0.2295,-7,0.0217,0.5,-33.5,282550,0.0367,0.1078,0.942
201805,95864,"sacramento, ca",4492,1804,-929,608,83.320574,84.63157895,82.00956938,31,0.1071,3,-0.2439,-10,-26,749050,0.041,0.0816,2.4975
201805,95817,"sacramento, ca",7276,1945,-881,-984,82.45614,83.37480064,81.53748006,32,0.28,7,0.1228,3.5,-25,367050,0.0223,-0.0213,1.2237
201805,95841,"sacramento, ca",5745,1960,811,-1211,82.350877,95.12599681,69.57575758,21,-0.4,-14,0,0,-36,312550,0.0081,-0.0295,1.042
201805,95821,"sacramento, ca",1917,2053,-554,-1220,81.773525,90.66028708,72.88676236,26,0.0612,1.5,0.0196,0.5,-31,367500,0.0221,0.1485,1.2252
201805,95824,"sacramento, ca",5098,2242,823,-1518,80.449761,87.31738437,73.58213716,29,-0.1594,-5.5,0.2609,6,-28,250050,0.0846,0.0821,0.8336
201805,95828,"sacramento, ca",1009,2302,351,832,80.124402,87.31738437,72.93141946,29,-0.2055,-7.5,-0.4021,-19.5,-28,324550,0.0125,0.1263,1.082
201805,95816,"sacramento, ca",4839,2479,-444,-445,79.122807,78.0414673,80.20414673,36,0.1429,4.5,0.2,6,-21,648637.5,-0.0532,0.1144,2.1627
201805,95832,"sacramento, ca",10726,2573,-255,-1812,78.586922,85.33333333,71.84051037,30.5,0.0702,2,0.4878,10,-26.5,276500,-0.002,0.1192,0.9218
201805,95834,"sacramento, ca",4304,2937,-107,-2141,76.443381,88.98883573,63.89792663,27.5,0.1957,4.5,0.1224,3,-29.5,402000,0.0204,0.0747,1.3403
201805,95838,"sacramento, ca",3755,3592,-1129,-1317,72.893142,80.74641148,65.03987241,34,0.2143,6,-0.15,-6,-23,272050,0,0.1048,0.907
201805,95829,"sacramento, ca",5657,3713,-1821,-2852,72.232855,74.19457735,70.27113238,38.5,0.2833,8.5,0.2222,7,-18.5,472550,0.0328,-0.125,1.5755
201805,95814,"sacramento, ca",7409,6839,-1442,564,56.373206,70.73046252,42.01594896,41,0.025,1,-0.5419,-48.5,-16,505050,0.0632,-0.0639,1.6839
201804,95826,"sacramento, ca",1705,379,-89,-137,94.308174,94.68980364,93.92654446,22.5,0.0227,0.5,-0.1667,-4.5,-37,335550,-0.0132,0.1183,1.1259
201804,95819,"sacramento, ca",6106,621,-323,-117,91.767239,90.43642769,93.09804945,28,0.2727,6,-0.0968,-3,-31.5,642050,-0.0123,0.1265,2.1545
201804,95831,"sacramento, ca",868,787,-388,-661,90.257029,88.86424424,91.64981408,29.5,0.0536,1.5,0.4048,8.5,-30,489050,0.0209,0.1574,1.641
201804,95835,"sacramento, ca",2198,823,-181,-567,90.077631,90.43642769,89.71883358,28,0.1667,4,0.2174,5,-31.5,422500,0.0182,0.0588,1.4177
201804,95842,"sacramento, ca",3408,855,-88,-718,89.806902,95.68138822,83.93241568,21,-0.16,-4,0,0,-38.5,284050,0.0253,0.127,0.9531
201804,95864,"sacramento, ca",4492,875,347,405,89.627503,90.43642769,88.81857916,28,-0.2222,-8,-0.1515,-5,-31.5,719550,-0.052,-0.0074,2.4146
